Scheme name	Locus tag	Description
cgMLST V1 + HierCC V1	CD630_29940(nrdF)	ribonucleoside-diphosphate reductase subunit beta
cgMLST V1 + HierCC V1	CD630_29950(nrdE)	ribonucleotide-diphosphate reductase
cgMLST V1 + HierCC V1	CD630_29960(-)	pentapeptide repeats family protein
cgMLST V1 + HierCC V1	CD630_29970(-)	cobalamin/Fe3+-siderophore ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_29990(-)	iron ABC transporter substrate-binding protein
cgMLST V1 + HierCC V1	CD630_30000(dapA1)	dihydrodipicolinate synthase family protein
cgMLST V1 + HierCC V1	CD630_30010(-)	fumarylacetoacetate (FAA) hydrolase
cgMLST V1 + HierCC V1	CD630_30020(uxaA)	carbohydrate hydrolase
cgMLST V1 + HierCC V1	CD630_30030(uxaA1)	D-galactarate dehydratase
cgMLST V1 + HierCC V1	CD630_30040(kdgT2)	2-keto-3-deoxygluconate permease
cgMLST V1 + HierCC V1	CD630_30050(-)	IclR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_30060(-)	lactaldehyde reductase
cgMLST V1 + HierCC V1	CD630_30070(-)	bacterial SH3 domain protein
cgMLST V1 + HierCC V1	CD630_30090(lpd)	pyridine nucleotide-disulfide oxidoreductase
cgMLST V1 + HierCC V1	CD630_30100(ccdA)	thioredoxin
cgMLST V1 + HierCC V1	CD630_30110(-)	"transcriptional regulator, HxlR family"
cgMLST V1 + HierCC V1	CD630_30120(-)	alpha mannosidase middle domain protein
cgMLST V1 + HierCC V1	CD630_30130(fruA)	PTS mannose transporter subunit IIAB
cgMLST V1 + HierCC V1	CD630_30140(fruA)	"PTS Fru family, IIB component domain protein"
cgMLST V1 + HierCC V1	CD630_30150(fruB)	PTS mannose transporter subunit IIAB
cgMLST V1 + HierCC V1	CD630_30170(glcU)	sugar transport family protein
cgMLST V1 + HierCC V1	CD630_30180(-)	oxidoreductase
cgMLST V1 + HierCC V1	CD630_30190(eta)	transporter
cgMLST V1 + HierCC V1	CD630_30250(-)	4Fe-4S-binding domain protein
cgMLST V1 + HierCC V1	CD630_30260(-)	DNA-directed RNA polymerase sigma-70 factor
cgMLST V1 + HierCC V1	CD630_30330(trxA)	thiol reductase thioredoxin
cgMLST V1 + HierCC V1	CD630_30350(-)	diaminopimelate epimerase
cgMLST V1 + HierCC V1	CD630_30360(-)	MFS transporter
cgMLST V1 + HierCC V1	CD630_30370(carD)	carD-like/TRCF domain protein
cgMLST V1 + HierCC V1	CD630_30390(-)	ATPase AAA
cgMLST V1 + HierCC V1	CD630_30400(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_30410(pepI)	"Proline iminopeptidase (Proline aminopeptidase) (PIP), peptidase S33 family"
cgMLST V1 + HierCC V1	CD630_30420(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_30530(-)	"histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
cgMLST V1 + HierCC V1	CD630_30550(-)	ABC transporter permease
cgMLST V1 + HierCC V1	CD630_30560(-)	polyamine-transporting ATPase
cgMLST V1 + HierCC V1	CD630_30630(-)	peptidase S41
cgMLST V1 + HierCC V1	CD630_30640(xylA)	xylose isomerase
cgMLST V1 + HierCC V1	CD630_30660(xylR)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_30670(xynA)	PTS mannose transporter subunit IIA
cgMLST V1 + HierCC V1	CD630_30680(xynB)	PTS sugar transporter subunit IIC
cgMLST V1 + HierCC V1	CD630_30690(xynD)	PTS trehalose transporter subunit IIBC
cgMLST V1 + HierCC V1	CD630_30700(xynC)	PTS sorbose transporter subunit IIC
cgMLST V1 + HierCC V1	CD630_30710(xylS)	glycosyl hydrolase 31 family protein
cgMLST V1 + HierCC V1	CD630_30720(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_30730(qrtT)	ECF-type riboflavin transporter S component family protein
cgMLST V1 + HierCC V1	CD630_30740(fbaA)	ketose-bisphosphate aldolase
cgMLST V1 + HierCC V1	CD630_30750(tagABC)	PTS sugar transporter subunit IIA
cgMLST V1 + HierCC V1	CD630_30760(tagK)	6-phosphofructokinase
cgMLST V1 + HierCC V1	CD630_30770(-)	RpiR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_30990(-)	amidohydrolase
cgMLST V1 + HierCC V1	CD630_31000(-)	C4-dicarboxylate ABC transporter
cgMLST V1 + HierCC V1	CD630_31130(abgB)	amidohydrolase
cgMLST V1 + HierCC V1	CD630_31140(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_31160(bglF)	PTS beta-glucoside transporter subunit EIIBCA
cgMLST V1 + HierCC V1	CD630_31170(bglG)	PRD domain protein
cgMLST V1 + HierCC V1	CD630_31180(-)	Protein of uncharacterised function (DUF3139)
cgMLST V1 + HierCC V1	CD630_31210(-)	4Fe-4S-binding domain protein
cgMLST V1 + HierCC V1	CD630_31220(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_31230(-)	nitroreductase
cgMLST V1 + HierCC V1	CD630_31320(fruB)	PTS fructose transporter subunit IIA
cgMLST V1 + HierCC V1	CD630_31340(fruA)	"PTS fructose subfamily, IIA component domain protein"
cgMLST V1 + HierCC V1	CD630_31350(fbaA)	ketose-bisphosphate aldolase
cgMLST V1 + HierCC V1	CD630_31580(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_31630(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_31640(rnr)	ribonuclease R
cgMLST V1 + HierCC V1	CD630_31650(-)	phosphomethylpyrimidine kinase
cgMLST V1 + HierCC V1	CD630_31670(-)	phosphatidylethanolamine-binding protein
cgMLST V1 + HierCC V1	CD630_31690(-)	transporter
cgMLST V1 + HierCC V1	CD630_31691(secG)	preprotein translocase subunit SecG
cgMLST V1 + HierCC V1	CD630_31700(eno)	enolase
cgMLST V1 + HierCC V1	CD630_31710(gpmI)	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
cgMLST V1 + HierCC V1	CD630_31720(tpi)	triose-phosphate isomerase
cgMLST V1 + HierCC V1	CD630_31730(pgk)	phosphoglycerate kinase
cgMLST V1 + HierCC V1	CD630_31740(gapA)	type I glyceraldehyde-3-phosphate dehydrogenase
cgMLST V1 + HierCC V1	CD630_31750(cggR)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_31760(glnF)	RNA polymerase sigma-54 factor
cgMLST V1 + HierCC V1	CD630_31770(-)	selenium-dependent xanthine dehydrogenase
cgMLST V1 + HierCC V1	CD630_31780(dht)	dihydropyrimidinase
cgMLST V1 + HierCC V1	CD630_31790(pyrD)	diguanylate cyclase
cgMLST V1 + HierCC V1	CD630_31800(-)	uracil permease
cgMLST V1 + HierCC V1	CD630_31810(-)	chlorohydrolase
cgMLST V1 + HierCC V1	CD630_31820(-)	D-aminoacylase
cgMLST V1 + HierCC V1	CD630_31870(tdcF)	reactive intermediate/imine deaminase
cgMLST V1 + HierCC V1	CD630_31871(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_31880(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_31890(-)	FMN reductase
cgMLST V1 + HierCC V1	CD630_31900(-)	MerR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_31920(-)	cell surface peptidase M4 family
cgMLST V1 + HierCC V1	CD630_31930(-)	phage-related protein
cgMLST V1 + HierCC V1	CD630_31940(-)	AraC family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_31950(uvrA)	excinuclease ABC subunit A
cgMLST V1 + HierCC V1	CD630_31970(-)	MerR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_31980(cme)	MFS transporter
cgMLST V1 + HierCC V1	CD630_32040(yidC)	membrane protein
cgMLST V1 + HierCC V1	CD630_32050(-)	nitroreductase
cgMLST V1 + HierCC V1	CD630_32070(-)	multidrug transporter MatE
cgMLST V1 + HierCC V1	CD630_32080(-)	MarR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_32090(-)	PadR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_32100(-)	iRON-SULFUR FLAVOPROTEIN
cgMLST V1 + HierCC V1	CD630_32110(-)	FMN reductase
cgMLST V1 + HierCC V1	CD630_32130(-)	conjugal transfer protein
cgMLST V1 + HierCC V1	CD630_32150(opuA)	glycine/betaine ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_32160(opuC)	glycine/betaine ABC transporter substrate-binding protein
cgMLST V1 + HierCC V1	CD630_32170(-)	thiamine ABC transporter permease
cgMLST V1 + HierCC V1	CD630_32180(-)	glcNAc-PI de-N-acetylase family protein
cgMLST V1 + HierCC V1	CD630_32190(hslO)	molecular chaperone Hsp33
cgMLST V1 + HierCC V1	CD630_32200(-)	methyltransferase
cgMLST V1 + HierCC V1	CD630_32201(-)	spore protein
cgMLST V1 + HierCC V1	CD630_32210(-)	amidohydrolase
cgMLST V1 + HierCC V1	CD630_32220(sdaB)	L-serine dehydratase
cgMLST V1 + HierCC V1	CD630_32240(asd)	aspartate-semialdehyde dehydrogenase
cgMLST V1 + HierCC V1	CD630_32250(dapA3)	4-hydroxy-tetrahydrodipicolinate synthase
cgMLST V1 + HierCC V1	CD630_32260(dapB1)	4-hydroxy-tetrahydrodipicolinate reductase
cgMLST V1 + HierCC V1	CD630_32270(dapH)	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase"
cgMLST V1 + HierCC V1	CD630_32280(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_32290(dapB2)	4-hydroxy-tetrahydrodipicolinate reductase
cgMLST V1 + HierCC V1	CD630_32310(hpt)	hypoxanthine phosphoribosyltransferase
cgMLST V1 + HierCC V1	CD630_32320(-)	serine dehydratase alpha chain family protein
cgMLST V1 + HierCC V1	CD630_32330(-)	sigma-54-dependent Fis family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_32340(-)	methyltransferase
cgMLST V1 + HierCC V1	CD630_32350(ssb)	single-strand DNA-binding protein
cgMLST V1 + HierCC V1	CD630_32360(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_32370(prdF)	proline racemase A
cgMLST V1 + HierCC V1	CD630_32390(prdE)	D-proline reductase
cgMLST V1 + HierCC V1	CD630_32400(prdD)	proline reductase cluster protein PrdD
cgMLST V1 + HierCC V1	CD630_32430(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_32440(prdA)	D-proline reductase (dithiol) proprotein PrdA
cgMLST V1 + HierCC V1	CD630_32450(prdR)	sigma-54-dependent Fis family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_32470(prdC)	proline reductase-associated electron transfer protein PrdC
cgMLST V1 + HierCC V1	CD630_32480(-)	deacetylase
cgMLST V1 + HierCC V1	CD630_32500(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_32510(-)	dehydrogenase
cgMLST V1 + HierCC V1	CD630_32520(-)	TSCPD domain-containing protein
cgMLST V1 + HierCC V1	CD630_32530(folC)	bifunctional folylpolyglutamate synthase/dihydrofolate synthase
cgMLST V1 + HierCC V1	CD630_32540(isp)	subtilase
cgMLST V1 + HierCC V1	CD630_32550(rgaR)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_32560(valS)	valine--tRNA ligase
cgMLST V1 + HierCC V1	CD630_32570(-)	polysaccharide deacetylase
cgMLST V1 + HierCC V1	CD630_32580(-)	iron hydrogenase
cgMLST V1 + HierCC V1	CD630_32590(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_32600(phoU)	phosphate transport system regulatory protein PhoU
cgMLST V1 + HierCC V1	CD630_32610(pstB)	phosphate ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_32620(pstA)	"phosphate ABC transporter, permease protein PstA"
cgMLST V1 + HierCC V1	CD630_32630(pstC)	phosphate ABC transporter permease subunit PstC
cgMLST V1 + HierCC V1	CD630_32650(phoB1)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_32660(vicK)	his Kinase A domain protein
cgMLST V1 + HierCC V1	CD630_32670(vicR)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_32680(pstS)	phosphate ABC transporter substrate-binding protein
cgMLST V1 + HierCC V1	CD630_32690(pepF)	oligoendopeptidase F
cgMLST V1 + HierCC V1	CD630_32700(mgtC)	cation transporter
cgMLST V1 + HierCC V1	CD630_32710(-)	spo0E like sporulation regulatory family protein
cgMLST V1 + HierCC V1	CD630_32720(hepST)	membrane protein
cgMLST V1 + HierCC V1	CD630_32730(feoA)	iron transporter FeoA
cgMLST V1 + HierCC V1	CD630_32740(feoB)	iron transporter FeoB
cgMLST V1 + HierCC V1	CD630_32810(proC)	pyrroline-5-carboxylate reductase
cgMLST V1 + HierCC V1	CD630_32820(pflD)	glycyl radical enzyme
cgMLST V1 + HierCC V1	CD630_32830(pflE)	glycyl-radical enzyme activating protein
cgMLST V1 + HierCC V1	CD630_32840(degP)	peptidase S7
cgMLST V1 + HierCC V1	CD630_32850(pgi)	glucose-6-phosphate isomerase
cgMLST V1 + HierCC V1	CD630_32860(yjbB)	Na/Pi cotransporter
cgMLST V1 + HierCC V1	CD630_32870(-)	oxidoreductase FAD dependent
cgMLST V1 + HierCC V1	CD630_32880(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_32890(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_32900(-)	protein translocase
cgMLST V1 + HierCC V1	CD630_32950(pilC)	"type II secretion system (T2SS), F family protein"
cgMLST V1 + HierCC V1	CD630_32960(pilB)	Putative pilus assembly ATPase
cgMLST V1 + HierCC V1	CD630_32970(-)	division initiation protein
cgMLST V1 + HierCC V1	CD630_32980(-)	ATP-binding protein
cgMLST V1 + HierCC V1	CD630_32990(-)	transporter
cgMLST V1 + HierCC V1	CD630_33000(engB)	YihA family ribosome biogenesis GTP-binding protein
cgMLST V1 + HierCC V1	CD630_33010(lon)	Lon protease
cgMLST V1 + HierCC V1	CD630_33020(chrA)	chromate transporter
cgMLST V1 + HierCC V1	CD630_33030(chrA)	chromate transporter
cgMLST V1 + HierCC V1	CD630_33040(clpX)	ATP-dependent Clp protease ATP-binding subunit ClpX
cgMLST V1 + HierCC V1	CD630_33050(clpP1)	"ATP-dependent Clp endopeptidase, proteolytic subunit ClpP"
cgMLST V1 + HierCC V1	CD630_33060(tig)	trigger factor
cgMLST V1 + HierCC V1	CD630_33070(-)	phosphoesterase
cgMLST V1 + HierCC V1	CD630_33080(rph)	ribonuclease PH
cgMLST V1 + HierCC V1	CD630_33090(ligA)	DNA ligase (NAD(+)) LigA
cgMLST V1 + HierCC V1	CD630_33100(-)	dihydrofolate reductase
cgMLST V1 + HierCC V1	CD630_33110(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_33130(hydN1)	electron transporter HydN
cgMLST V1 + HierCC V1	CD630_33140(hydA)	iron hydrogenase
cgMLST V1 + HierCC V1	CD630_33150(hydN2)	oxidoreductase
cgMLST V1 + HierCC V1	CD630_33151(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_33160(fdhD)	formate dehydrogenase family accessory protein FdhD
cgMLST V1 + HierCC V1	CD630_33190(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_33200(nisR)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_33240(-)	histidine kinase
cgMLST V1 + HierCC V1	CD630_33250(-)	(Fe-S)-binding protein
cgMLST V1 + HierCC V1	CD630_33500(-)	glycosyl transferase
cgMLST V1 + HierCC V1	CD630_33510(clpP2)	ATP-dependent Clp protease proteolytic subunit
cgMLST V1 + HierCC V1	CD630_33520(-)	AraC family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_33550(-)	nitroreductase
cgMLST V1 + HierCC V1	CD630_33560(-)	HxlR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_33581(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_33590(-)	ABC transporter family protein
cgMLST V1 + HierCC V1	CD630_33600(vicR)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_33610(-)	MATE family transporter
cgMLST V1 + HierCC V1	CD630_33650(-)	diguanylate cyclase
cgMLST V1 + HierCC V1	CD630_33940(pyk)	pyruvate kinase
cgMLST V1 + HierCC V1	CD630_33950(pfkA)	ATP-dependent 6-phosphofructokinase
cgMLST V1 + HierCC V1	CD630_33960(dnaE)	DNA polymerase III subunit alpha
cgMLST V1 + HierCC V1	CD630_33970(whiA)	sporulation protein
cgMLST V1 + HierCC V1	CD630_33980(-)	NUDIX hydrolase
cgMLST V1 + HierCC V1	CD630_33990(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_34000(rapZ)	RNase adaptor protein RapZ
cgMLST V1 + HierCC V1	CD630_34010(ycdX)	phosphoesterase
cgMLST V1 + HierCC V1	CD630_34020(murB)	UDP-N-acetylenolpyruvoylglucosamine reductase
cgMLST V1 + HierCC V1	CD630_34030(nirC)	formate transporter
cgMLST V1 + HierCC V1	CD630_34040(cls)	cardiolipin synthase
cgMLST V1 + HierCC V1	CD630_34050(nuoE)	NADH dehydrogenase
cgMLST V1 + HierCC V1	CD630_34060(nuoF)	iron-only hydrogenase electron-transferring subunit HymB-like
cgMLST V1 + HierCC V1	CD630_34070(nuoG)	NADH:ubiquinone oxidoreductase
cgMLST V1 + HierCC V1	CD630_34080(-)	DNA mismatch repair ATPase MutS
cgMLST V1 + HierCC V1	CD630_34090(hprK)	HPr(Ser) kinase/phosphatase
cgMLST V1 + HierCC V1	CD630_34100(uvrC)	Excinuclease ABC subunit C
cgMLST V1 + HierCC V1	CD630_34110(uvrA)	excinuclease ABC subunit A
cgMLST V1 + HierCC V1	CD630_34120(uvrB)	excinuclease ABC subunit B
cgMLST V1 + HierCC V1	CD630_34130(-)	type I phosphodiesterase/nucleotide pyrophosphatase
cgMLST V1 + HierCC V1	CD630_34140(ugpB)	ABC transporter substrate-binding protein
cgMLST V1 + HierCC V1	CD630_34150(ugpE)	"ABC-type transport system, sugar-family permease"
cgMLST V1 + HierCC V1	CD630_34160(ugpA)	ABC transporter permease
cgMLST V1 + HierCC V1	CD630_34170(ugpC)	ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_34180(sirC)	siroheme synthase
cgMLST V1 + HierCC V1	CD630_34190(hemB)	delta-aminolevulinic acid dehydratase
cgMLST V1 + HierCC V1	CD630_34200(cobA/hemD)	bifunctional uroporphyrinogen III methyltransferase/uroporphyrinogen III methyltransferase
cgMLST V1 + HierCC V1	CD630_34210(hemC)	hydroxymethylbilane synthase
cgMLST V1 + HierCC V1	CD630_34220(cbiK)	sirohydrochlorin cobaltochelatase
cgMLST V1 + HierCC V1	CD630_34230(cbiJ)	precorrin-6x reductase
cgMLST V1 + HierCC V1	CD630_34240(cbiH)	precorrin-3B C(17)-methyltransferase
cgMLST V1 + HierCC V1	CD630_34250(cbiG)	cobalamin biosynthesis protein CbiG
cgMLST V1 + HierCC V1	CD630_34260(cbiF)	cobalt-precorrin-4 C(11)-methyltransferase
cgMLST V1 + HierCC V1	CD630_34270(cbiT)	cobalt-precorrin-6Y C(15)-methyltransferase
cgMLST V1 + HierCC V1	CD630_34280(cbiE)	"precorrin-6y C5,15-methyltransferase (decarboxylating), CbiE subunit"
cgMLST V1 + HierCC V1	CD630_34290(cbiD)	cobalt-precorrin-5B (C(1))-methyltransferase
cgMLST V1 + HierCC V1	CD630_34300(cbiC)	precorrin-8X methylmutase
cgMLST V1 + HierCC V1	CD630_34310(pduX)	GHMP kinase
cgMLST V1 + HierCC V1	CD630_34320(cobD)	threonine-phosphate decarboxylase
cgMLST V1 + HierCC V1	CD630_34330(cbiB)	adenosylcobinamide-phosphate synthase
cgMLST V1 + HierCC V1	CD630_34340(cobB)	"cobyrinic acid a,c-diamide synthase"
cgMLST V1 + HierCC V1	CD630_34350(cobQ)	cobyric acid synthase CobQ
cgMLST V1 + HierCC V1	CD630_34360(cobC)	histidine phosphatase
cgMLST V1 + HierCC V1	CD630_34370(cobS)	adenosylcobinamide-GDP ribazoletransferase
cgMLST V1 + HierCC V1	CD630_34380(cobU)	adenosylcobinamide kinase/adenosylcobinamide phosphate guanyltransferase
cgMLST V1 + HierCC V1	CD630_34390(cobT)	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
cgMLST V1 + HierCC V1	CD630_34391(-)	evolved beta-galactosidase beta-subunit
cgMLST V1 + HierCC V1	CD630_34392(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_34400(-)	aldose 1-epimerase
cgMLST V1 + HierCC V1	CD630_34410(patB)	aminotransferase
cgMLST V1 + HierCC V1	CD630_34420(pepP)	peptidase M24
cgMLST V1 + HierCC V1	CD630_34430(celB)	PTS lactose transporter subunit IIC
cgMLST V1 + HierCC V1	CD630_34440(celA)	PTS sugar transporter subunit IIB
cgMLST V1 + HierCC V1	CD630_34450(celC)	PTS lactose transporter subunit IIA
cgMLST V1 + HierCC V1	CD630_34460(-)	peptidase M42
cgMLST V1 + HierCC V1	CD630_34480(gatY-kbaY)	fructose-bisphosphate aldolase
cgMLST V1 + HierCC V1	CD630_34490(agaS)	tagatose-6-phosphate ketose
cgMLST V1 + HierCC V1	CD630_34500(mviM)	virulence factor MviM
cgMLST V1 + HierCC V1	CD630_34510(lacC)	1-phosphofructokinase
cgMLST V1 + HierCC V1	CD630_34520(-)	GntR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_34530(nagA)	N-acetylglucosamine-6-phosphate deacetylase
cgMLST V1 + HierCC V1	CD630_34550(prc)	peptidase S41
cgMLST V1 + HierCC V1	CD630_34560(-)	5-formyltetrahydrofolate cyclo-ligase
cgMLST V1 + HierCC V1	CD630_34570(-)	putative exported protein
cgMLST V1 + HierCC V1	CD630_34580(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_34590(tktA)	transketolase
cgMLST V1 + HierCC V1	CD630_34600(tktA)	transketolase
cgMLST V1 + HierCC V1	CD630_34610(mazF)	mRNA interferase PemK
cgMLST V1 + HierCC V1	CD630_34620(ndoAI)	antitoxin
cgMLST V1 + HierCC V1	CD630_34630(alr2)	alanine racemase
cgMLST V1 + HierCC V1	CD630_34640(-)	ahpC/TSA family protein
cgMLST V1 + HierCC V1	CD630_34650(-)	CBS domain-containing protein
cgMLST V1 + HierCC V1	CD630_34660(acpS)	holo-ACP synthase
cgMLST V1 + HierCC V1	CD630_34670(atpC)	"ATP synthase F1, epsilon subunit"
cgMLST V1 + HierCC V1	CD630_34680(atpD)	ATP synthase subunit beta
cgMLST V1 + HierCC V1	CD630_34690(atpG)	F0F1 ATP synthase subunit gamma
cgMLST V1 + HierCC V1	CD630_34700(atpA)	ATP synthase subunit alpha
cgMLST V1 + HierCC V1	CD630_34710(atpH)	ATP synthase subunit delta
cgMLST V1 + HierCC V1	CD630_34720(atpF)	ATP synthase subunit B
cgMLST V1 + HierCC V1	CD630_34730(atpE)	ATP synthase subunit C
cgMLST V1 + HierCC V1	CD630_34740(atpB)	"ATP synthase F0, A subunit"
cgMLST V1 + HierCC V1	CD630_34750(atpI)	ATP synthase I chain family protein
cgMLST V1 + HierCC V1	CD630_34760(atpZ)	ATP synthase
cgMLST V1 + HierCC V1	CD630_34770(comEB)	dCMP deaminase
cgMLST V1 + HierCC V1	CD630_34780(xdhC)	molybdenum hydroxylase
cgMLST V1 + HierCC V1	CD630_34790(upp)	uracil phosphoribosyltransferase
cgMLST V1 + HierCC V1	CD630_34800(rpiB2)	ribose-5-phosphate isomerase
cgMLST V1 + HierCC V1	CD630_34810(-)	protein-tyrosine-phosphatase
cgMLST V1 + HierCC V1	CD630_34820(tsaC)	RNA-binding protein
cgMLST V1 + HierCC V1	CD630_34830(zupT)	zinc permease
cgMLST V1 + HierCC V1	CD630_34840(prfA)	peptide chain release factor 1
cgMLST V1 + HierCC V1	CD630_34850(hemK)	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase
cgMLST V1 + HierCC V1	CD630_34860(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_34861(rpmE)	50S ribosomal protein L31
cgMLST V1 + HierCC V1	CD630_34870(rho)	transcription termination factor Rho
cgMLST V1 + HierCC V1	CD630_34880(gtaB)	UTP--glucose-1-phosphate uridylyltransferase
cgMLST V1 + HierCC V1	CD630_34890(pepF)	oligoendopeptidase F
cgMLST V1 + HierCC V1	CD630_34900(spoIIE)	stage II sporulation protein E
cgMLST V1 + HierCC V1	CD630_34910(ppx-gppA)	exopolyphosphatase
cgMLST V1 + HierCC V1	CD630_34920(-)	septation ring formation regulator EzrA
cgMLST V1 + HierCC V1	CD630_34930(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_34940(-)	sporulation protein YabP
cgMLST V1 + HierCC V1	CD630_34950(-)	S4 domain protein
cgMLST V1 + HierCC V1	CD630_34960(hbs)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_34970(yabN)	nucleotide pyrophosphohydrolase
cgMLST V1 + HierCC V1	CD630_34980(spoVB)	stage V sporulation protein B
cgMLST V1 + HierCC V1	CD630_34990(spoVT)	stage V sporulation protein T
cgMLST V1 + HierCC V1	CD630_35000(prsA)	SurA domain-containing protein
cgMLST V1 + HierCC V1	CD630_35010(mfd)	transcription-repair coupling factor
cgMLST V1 + HierCC V1	CD630_35020(pth)	peptidyl-tRNA hydrolase
cgMLST V1 + HierCC V1	CD630_35030(pilD)	peptidase
cgMLST V1 + HierCC V1	CD630_35040(pilD)	type 4 prepilin peptidase 1
cgMLST V1 + HierCC V1	CD630_35050(pilT)	twitching motility protein PilT
cgMLST V1 + HierCC V1	CD630_35060(-)	exported protein
cgMLST V1 + HierCC V1	CD630_35070(-)	prepilin-type cleavage/methylation protein
cgMLST V1 + HierCC V1	CD630_35080(pilA)	type IV pilin
cgMLST V1 + HierCC V1	CD630_35090(-)	pilus assembly protein
cgMLST V1 + HierCC V1	CD630_35100(pilM)	membrane protein
cgMLST V1 + HierCC V1	CD630_35110(pilC)	pilus assembly protein
cgMLST V1 + HierCC V1	CD630_35120(pilB)	"type IV pilus transporter system,ATP-binding"
cgMLST V1 + HierCC V1	CD630_35140(prs)	ribose-phosphate pyrophosphokinase
cgMLST V1 + HierCC V1	CD630_35150(glmU)	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
cgMLST V1 + HierCC V1	CD630_35160(spoVG)	septation protein SpoVG
cgMLST V1 + HierCC V1	CD630_35170(purR)	pur operon repressor
cgMLST V1 + HierCC V1	CD630_35180(murC)	UDP-N-acetylmuramate--L-alanine ligase
cgMLST V1 + HierCC V1	CD630_35190(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_35200(-)	cation transporter
cgMLST V1 + HierCC V1	CD630_35210(pepT)	M42 glutamyl aminopeptidase
cgMLST V1 + HierCC V1	CD630_35220(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_35230(ksgA)	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase
cgMLST V1 + HierCC V1	CD630_35240(rnmV)	ribonuclease M5
cgMLST V1 + HierCC V1	CD630_35300(afuC)	phosphonate ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_35310(-)	phosphatase
cgMLST V1 + HierCC V1	CD630_35390(tatD)	deoxyribonuclease
cgMLST V1 + HierCC V1	CD630_35400(metG)	methionine--tRNA ligase
cgMLST V1 + HierCC V1	CD630_35410(spmB)	spore maturation protein B
cgMLST V1 + HierCC V1	CD630_35420(spmA)	spore maturation protein A
cgMLST V1 + HierCC V1	CD630_35430(pncB)	nicotinate phosphoribosyltransferase
cgMLST V1 + HierCC V1	CD630_35440(lrp)	AsnC family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_35450(pcnB)	HDIG domain-containing protein
